@key	@role	persName	fichier
		S. Paul	merveilles17_i_pie-ballard1
		Paul	merveilles17_i_pie-ballard1
		Giraut	merveilles17_i_pie-ballard1
		Maheu	merveilles17_i_pie-ballard1
		Tartaille	merveilles17_i_pie-ballard1
		Rambure	merveilles17_i_pie-ballard1
		Dauphin	merveilles17_i_pie-ballard1
		Antoine	merveilles17_i_pie-ballard1
		Iumel le Menuisier	merveilles17_i_pie-ballard1
		Iumel le Sculpteur	merveilles17_i_pie-ballard1
		Madlle du Parc	merveilles17_i_pie-ballard1
		L’Azure	merveilles17_i_pie-ballard1
		Lienard	merveilles17_i_pie-ballard1
		Coyrin	merveilles17_i_pie-ballard1
		De Pille	merveilles17_i_pie-ballard1
		Iennesson	merveilles17_i_pie-ballard1
		Hurlot	merveilles17_i_pie-ballard1
		Contaut	merveilles17_i_pie-ballard1
		Mongin	merveilles17_i_pie-ballard1
		Renaudin	merveilles17_i_pie-ballard1
		Ioannet	merveilles17_i_pie-ballard1
		Pierrot	merveilles17_i_pie-ballard1
		Le Noble	merveilles17_i_pie-ballard1
		Du Parc	merveilles17_i_pie-ballard1
		Guichon	merveilles17_i_pie-ballard1
		Cleiret	merveilles17_i_pie-ballard1
		Vendelle	merveilles17_i_pie-ballard1
		La Boire	merveilles17_i_pie-ballard1
		Roseau	merveilles17_i_pie-ballard1
		La Rose	merveilles17_i_pie-ballard1
		Pernaut	merveilles17_i_pie-ballard1
		La Chapelle	merveilles17_i_pie-ballard1
		Du Pré	merveilles17_i_pie-ballard1
		Courtille	merveilles17_i_pie-ballard1
		La Fleu	merveilles17_i_pie-ballard1
		Arnauld	merveilles17_i_pie-ballard1
		La Thorilliere	merveilles17_i_pie-ballard1
		Fontenelle	merveilles17_i_pie-ballard1
		Iemarie	merveilles17_i_pie-ballard1
		Amiot	merveilles17_i_pie-ballard1
		Mettayer	merveilles17_i_pie-ballard1
		Bourru	merveilles17_i_pie-ballard1
		Langlois l’aisné	merveilles17_i_pie-ballard1
		Langlois le cadet	merveilles17_i_pie-ballard1
		Boulanger	merveilles17_i_pie-ballard1
		La Ieunesse	merveilles17_i_pie-ballard1
		Lambelot	merveilles17_i_pie-ballard1
		Butin	merveilles17_i_pie-ballard1
		Le Lieure	merveilles17_i_pie-ballard1
		Bejart	merveilles17_i_pie-ballard1
		Bigot	merveilles17_i_pie-ballard1
		Le Roy	merveilles17_i_pie-ballard1
		André	merveilles17_i_pie-ballard1
		Laloin	merveilles17_i_pie-ballard1
		Breuet	merveilles17_i_pie-ballard1
		Palluau	merveilles17_i_pie-ballard1
		Verdelet	merveilles17_i_pie-ballard1
		Morisque	merveilles17_i_pie-ballard1
		Montigny	merveilles17_i_pie-ballard1
		Le Cocq	merveilles17_i_pie-ballard1
		Chasteau neuf	merveilles17_i_pie-ballard1
		Trente-Quatre Concertans	merveilles17_i_pie-ballard1
		Du Manoir	merveilles17_i_pie-ballard1
		Leger	merveilles17_i_pie-ballard1
		Fauier	merveilles17_i_pie-ballard1
		Mazuel	merveilles17_i_pie-ballard1
		Ioubert	merveilles17_i_pie-ballard1
		Chaudron	merveilles17_i_pie-ballard1
		Du Pin	merveilles17_i_pie-ballard1
		Bonard	merveilles17_i_pie-ballard1
		Artus	merveilles17_i_pie-ballard1
		La Croix	merveilles17_i_pie-ballard1
		Balus	merveilles17_i_pie-ballard1
		Bruslard dessus	merveilles17_i_pie-ballard1
		Buslard basse	merveilles17_i_pie-ballard1
		Des matins	merveilles17_i_pie-ballard1
		Feugré	merveilles17_i_pie-ballard1
		Lesperuier	merveilles17_i_pie-ballard1
		Des Noyers	merveilles17_i_pie-ballard1
		Varin	merveilles17_i_pie-ballard1
		Camille	merveilles17_i_pie-ballard1
		Broüard	merveilles17_i_pie-ballard1
		La Pierre	merveilles17_i_pie-ballard1
		Marchand	merveilles17_i_pie-ballard1
		La Caisse	merveilles17_i_pie-ballard1
		Magny	merveilles17_i_pie-ballard1
		Charlot	merveilles17_i_pie-ballard1
		Martineau	merveilles17_i_pie-ballard1
		Le Roux l’aisné	merveilles17_i_pie-ballard1
		Le Roux le cadet	merveilles17_i_pie-ballard1
		Broüart	merveilles17_i_pie-ballard1
		Bary	merveilles17_i_pie-ballard1
		Roullé	merveilles17_i_pie-ballard1
		Le Grais	merveilles17_i_pie-ballard1
		Heugé	merveilles17_i_pie-ballard1
		La Riuiere	merveilles17_i_pie-ballard1
		Quatorze Concertants	merveilles17_i_pie-ballard1
		Piesche	merveilles17_i_pie-ballard1
		Descousteaux	merveilles17_i_pie-ballard1
		Martin Hottere	merveilles17_i_pie-ballard1
		Iean Hottere	merveilles17_i_pie-ballard1
		Louis Hottere	merveilles17_i_pie-ballard1
		Nicolas Hottere	merveilles17_i_pie-ballard1
		le Roy	merveilles17_i_pie-ballard1
		Paisible	merveilles17_i_pie-ballard1
		Destouches	merveilles17_i_pie-ballard1
		Le Peintre	merveilles17_i_pie-ballard1
		Besson	merveilles17_i_pie-ballard1
		La Fontaine	merveilles17_i_pie-ballard1
		Alais	merveilles17_i_pie-ballard1
		Huguenet	merveilles17_i_pie-ballard1
		Guenin	merveilles17_i_pie-ballard1
		Moliere	merveilles17_i_pie-ballard1
		Madlle. Bejart	merveilles17_i_pie-ballard1
		Baudoüin	merveilles17_i_pie-ballard1
		Benoist	merveilles17_i_pie-ballard1
		Du Moustier	merveilles17_i_pie-ballard1
		Gaspard Harsent	merveilles17_i_pie-ballard1
		Gaspard de Moüet	merveilles17_i_pie-ballard1
		Irieux Magontier	merveilles17_i_pie-ballard1
		Iean Magontier	merveilles17_i_pie-ballard1
		Magontier Garde Vaisselle	merveilles17_i_pie-ballard1
		Suisses	merveilles17_i_pie-ballard1
		Catel	merveilles17_i_pie-ballard1
		François Moussu	merveilles17_i_pie-ballard1
		Iacques Moussu	merveilles17_i_pie-ballard1
		Turbau	merveilles17_i_pie-ballard1
		Faure	merveilles17_i_pie-ballard1
		Bailly	merveilles17_i_pie-ballard1
		Iean Moran	merveilles17_i_pie-ballard1
		Antoine Moran	merveilles17_i_pie-ballard1
		Claude Brochet	merveilles17_i_pie-ballard1
		Dominique Brochet	merveilles17_i_pie-ballard1
		Bresler	merveilles17_i_pie-ballard1
		Elie	merveilles17_i_pie-ballard1
		Pidou	merveilles17_i_pie-ballard1
		Robbe	merveilles17_i_pie-ballard1
		Tours-Quintener	merveilles17_i_pie-ballard1
		Victor Herck	merveilles17_i_pie-ballard1
		Samufin	merveilles17_i_pie-ballard1
		Sudan	merveilles17_i_pie-ballard1
		Riemer	merveilles17_i_pie-ballard1
		Humberk	merveilles17_i_pie-ballard1
		Boquebec	merveilles17_i_pie-ballard1
		Sandricourt	merveilles17_i_pie-ballard1
		Gassion	merveilles17_i_pie-ballard1
		D’Herouual	merveilles17_i_pie-ballard1
		Brusleuert	merveilles17_i_pie-ballard1
		Bitry	merveilles17_i_pie-ballard1
		Fauigent	merveilles17_i_pie-ballard1
		Colambert	merveilles17_i_pie-ballard1
		Loubie	merveilles17_i_pie-ballard1
		Ste. Maure	merveilles17_i_pie-ballard1
		Despaux	merveilles17_i_pie-ballard1
		La Couderelle	merveilles17_i_pie-ballard1
		Danucourt	merveilles17_i_pie-ballard1
		Du Plessis	merveilles17_i_pie-ballard1
		Brion	merveilles17_i_pie-ballard1
		Caliauet	merveilles17_i_pie-ballard1
		Angeruille	merveilles17_i_pie-ballard1
		Patriere	merveilles17_i_pie-ballard1
		Mortier	merveilles17_i_pie-ballard1
		Francisque	merveilles17_i_pie-ballard1
		Du Pille l’aisné	merveilles17_i_pie-ballard1
		Du Pille le cadet	merveilles17_i_pie-ballard1
		Bigot le fils	merveilles17_i_pie-ballard1
		De Briare	merveilles17_i_pie-ballard1
		De Nier	merveilles17_i_pie-ballard1
		Ste. Fontaine le fils	merveilles17_i_pie-ballard1
		Monsieur de la Marche Coquet	merveilles17_i_pie-ballard1
		Monsieur Parfait Père	merveilles17_i_pie-ballard1
		Monsieur Parfait Fils	merveilles17_i_pie-ballard1
		Monsieur Parfait Frere	merveilles17_i_pie-ballard1
		Madlle. Hilaire	merveilles17_i_pie-ballard1
		Estual	merveilles17_i_pie-ballard1
		Don	merveilles17_i_pie-ballard1
		Blondel	merveilles17_i_pie-ballard1
		Molliere	merveilles17_i_pie-ballard1
		Paysan	merveilles17_i_pie-ballard1
		S André	merveilles17_i_pie-ballard1
		Noblet	merveilles17_i_pie-ballard1
		Pesan	merveilles17_i_pie-ballard1
		Bonard	merveilles17_i_pie-ballard1
		La Pierre	merveilles17_i_pie-ballard1
		Mercier	merveilles17_i_pie-ballard1
		Vagnard	merveilles17_i_pie-ballard1
		Paysan	merveilles17_i_pie-ballard1
		Baltazard	merveilles17_i_pie-ballard1
		Noblet	merveilles17_i_pie-ballard1
		Bonard	merveilles17_i_pie-ballard1
		Chicanneau	merveilles17_i_pie-ballard1
		Mançeau	merveilles17_i_pie-ballard1
		Magny	merveilles17_i_pie-ballard1
		La Pierre	merveilles17_i_pie-ballard1
		Estiual	merveilles17_i_pie-ballard1
		Le Gros	merveilles17_i_pie-ballard1
		Blondel	merveilles17_i_pie-ballard1
		Madlle. La Barre	merveilles17_i_pie-ballard1
		Madlle. Hilaire	merveilles17_i_pie-ballard1
		Don	merveilles17_i_pie-ballard1
		Estyual	merveilles17_i_pie-ballard1
		Piesche	merveilles17_i_pie-ballard1
		Descouteaux	merveilles17_i_pie-ballard1
		Destouche	merveilles17_i_pie-ballard1
		Marin Hottere	merveilles17_i_pie-ballard1
		Louis Hottere	merveilles17_i_pie-ballard1
		Iean Hottere	merveilles17_i_pie-ballard1
		Nicolas Hottere	merveilles17_i_pie-ballard1
		le Roy	merveilles17_i_pie-ballard1
		Paisible	merveilles17_i_pie-ballard1
		La Caisse	merveilles17_i_pie-ballard1
		Besson	merveilles17_i_pie-ballard1
		Magny	merveilles17_i_pie-ballard1
		Charlot	merveilles17_i_pie-ballard1
		Alais	merveilles17_i_pie-ballard1
		Huguenet	merveilles17_i_pie-ballard1
		La Fontaine	merveilles17_i_pie-ballard1
		Chicanneau	merveilles17_i_pie-ballard1
		Du Pron	merveilles17_i_pie-ballard1
		Noblet	merveilles17_i_pie-ballard1
		La Pierre	merveilles17_i_pie-ballard1
		Baltasar	merveilles17_i_pie-ballard1
		Magny	merveilles17_i_pie-ballard1
		Arnarld	merveilles17_i_pie-ballard1
		Bonard	merveilles17_i_pie-ballard1
		Concertans de l’Orchestre	merveilles17_i_pie-ballard1
		D’Anglebert	merveilles17_i_pie-ballard1
		Richard	merveilles17_i_pie-ballard1
		Ittier	merveilles17_i_pie-ballard1
		La Barre le Cadet	merveilles17_i_pie-ballard1
		Tissu	merveilles17_i_pie-ballard1
		Le Moine	merveilles17_i_pie-ballard1
		Du Manoir	merveilles17_i_pie-ballard1
		Leger	merveilles17_i_pie-ballard1
		Mazuel	merveilles17_i_pie-ballard1
		Fauier	merveilles17_i_pie-ballard1
		Chaudron	merveilles17_i_pie-ballard1
		Bruslard dessus	merveilles17_i_pie-ballard1
		Bruslard basse	merveilles17_i_pie-ballard1
		Broüard	merveilles17_i_pie-ballard1
		Ioubert	merveilles17_i_pie-ballard1
		Baslin	merveilles17_i_pie-ballard1
		Artus	merveilles17_i_pie-ballard1
		La Croix	merveilles17_i_pie-ballard1
		Des-matins	merveilles17_i_pie-ballard1
		Feugré	merveilles17_i_pie-ballard1
		Du Pin	merveilles17_i_pie-ballard1
		Lesperuier	merveilles17_i_pie-ballard1
		Camille	merveilles17_i_pie-ballard1
		Varin	merveilles17_i_pie-ballard1
		Des Noyers	merveilles17_i_pie-ballard1
		Martineau	merveilles17_i_pie-ballard1
		Barry	merveilles17_i_pie-ballard1
		Le Roux l’aisné	merveilles17_i_pie-ballard1
		Le Roux le cadet	merveilles17_i_pie-ballard1
		Broüart	merveilles17_i_pie-ballard1
		Roulé	merveilles17_i_pie-ballard1
		Le Grais	merveilles17_i_pie-ballard1
		Heugé	merveilles17_i_pie-ballard1
		Le Peintre	merveilles17_i_pie-ballard1
		Guenin	merveilles17_i_pie-ballard1
		La Riuiere	merveilles17_i_pie-ballard1
		Madlle. du Parc	merveilles17_i_pie-ballard1
		Madlle. de Brie	merveilles17_i_pie-ballard1
		Madlle. Moliere	merveilles17_i_pie-ballard1
		Vagnard	merveilles17_i_pie-ballard1
		Pesan	merveilles17_i_pie-ballard1
		Mançeau	merveilles17_i_pie-ballard1
		Ioubert	merveilles17_i_pie-ballard1
		Petits Garçons	merveilles17_i_pie-ballard1
		Les deux petits Des-Airs	merveilles17_i_pie-ballard1
		Le petit Vagnard	merveilles17_i_pie-ballard1
		Le petit Tutin	merveilles17_i_pie-ballard1
		D’Heureux	merveilles17_i_pie-ballard1
		Beauchamp	merveilles17_i_pie-ballard1
		Molier	merveilles17_i_pie-ballard1
		La Marre	merveilles17_i_pie-ballard1
		Le Chantre	merveilles17_i_pie-ballard1
		De Gan	merveilles17_i_pie-ballard1
		Du Pron	merveilles17_i_pie-ballard1
		Mercier	merveilles17_i_pie-ballard1
		Souuille	merveilles17_i_pie-ballard1
		Raynal	merveilles17_i_pie-ballard1
		Des-Airs l’aisné	merveilles17_i_pie-ballard1
		Des-Airs le second	merveilles17_i_pie-ballard1
		De Lorge	merveilles17_i_pie-ballard1
		Balthasard	merveilles17_i_pie-ballard1
		Monstres	merveilles17_i_pie-ballard1
		Chicanneau	merveilles17_i_pie-ballard1
		Noblet	merveilles17_i_pie-ballard1
		Arnald	merveilles17_i_pie-ballard1
		Desbrosses	merveilles17_i_pie-ballard1
		Desonets	merveilles17_i_pie-ballard1
		La Pierre	merveilles17_i_pie-ballard1
		Tartas	merveilles17_i_pie-ballard1
		S. André	merveilles17_i_pie-ballard1
		Tutin	merveilles17_i_pie-ballard1
		La Brodiere	merveilles17_i_pie-ballard1
		Pelau	merveilles17_i_pie-ballard1
		Bureau	merveilles17_i_pie-ballard1
		Madlle. du Parc	merveilles17_i_pie-ballard1
		De Lorge	merveilles17_i_pie-ballard1
		Beauchamp	merveilles17_i_pie-ballard1
		D’Heureux	merveilles17_i_pie-ballard1
		Raynal	merveilles17_i_pie-ballard1
		Du Pron	merveilles17_i_pie-ballard1
		Desbrosses	merveilles17_i_pie-ballard1
		Escuyers	merveilles17_i_pie-ballard1
		La Marre	merveilles17_i_pie-ballard1
		Le Chantre	merveilles17_i_pie-ballard1
		De Gan	merveilles17_i_pie-ballard1
		Mercier	merveilles17_i_pie-ballard1
		les Trompettes	merveilles17_i_pie-ballard1
		Tymballes	merveilles17_i_pie-ballard1
		Rhodes	merveilles17_i_pie-ballard1
		La Chapelle	merveilles17_i_pie-ballard1
		Du Pré	merveilles17_i_pie-ballard1
		La Salle	merveilles17_i_pie-ballard1
		Leger	merveilles17_i_pie-ballard1
		La Plaine	merveilles17_i_pie-ballard1
		Champagne	merveilles17_i_pie-ballard1
		La Fleur	merveilles17_i_pie-ballard1
		Beaulieu	merveilles17_i_pie-ballard1
		Orleans	merveilles17_i_pie-ballard1
		Beaulis	merveilles17_i_pie-ballard1
		La Marche	merveilles17_i_pie-ballard1
		Beaupré	merveilles17_i_pie-ballard1
		Iolicoeur	merveilles17_i_pie-ballard1
		Louis d’Escre	merveilles17_i_pie-ballard1
		Saint Iean	merveilles17_i_pie-ballard1
		Du Manoir	merveilles17_i_pie-ballard1
		Leger	merveilles17_i_pie-ballard1
		Mazuel	merveilles17_i_pie-ballard1
		Fauier	merveilles17_i_pie-ballard1
		Ioubert	merveilles17_i_pie-ballard1
		Du Pin	merveilles17_i_pie-ballard1
		Chaudron	merveilles17_i_pie-ballard1
		Des Noyers	merveilles17_i_pie-ballard1
		Varin	merveilles17_i_pie-ballard1
		Bruslard dessus	merveilles17_i_pie-ballard1
		Bruslard basse	merveilles17_i_pie-ballard1
		Bonard	merveilles17_i_pie-ballard1
		Artus	merveilles17_i_pie-ballard1
		Broüard	merveilles17_i_pie-ballard1
		Feugré	merveilles17_i_pie-ballard1
		La Croix	merveilles17_i_pie-ballard1
		Balus	merveilles17_i_pie-ballard1
		Des-matins	merveilles17_i_pie-ballard1
		Lesperuier	merveilles17_i_pie-ballard1
		Camille	merveilles17_i_pie-ballard1
		Marchand	merveilles17_i_pie-ballard1
		La Caisse	merveilles17_i_pie-ballard1
		Magny	merveilles17_i_pie-ballard1
		Charlot	merveilles17_i_pie-ballard1
		Martineau	merveilles17_i_pie-ballard1
		Barry	merveilles17_i_pie-ballard1
		Le Roux l’aisné	merveilles17_i_pie-ballard1
		Le Roux le cadet	merveilles17_i_pie-ballard1
		Broüart	merveilles17_i_pie-ballard1
		Roullé	merveilles17_i_pie-ballard1
		Le Grais	merveilles17_i_pie-ballard1
		Heugé	merveilles17_i_pie-ballard1
		Le Peintre	merveilles17_i_pie-ballard1
		La Riuiere	merveilles17_i_pie-ballard1
		Besson	merveilles17_i_pie-ballard1
		Alais	merveilles17_i_pie-ballard1
		La Fontaine	merveilles17_i_pie-ballard1
		Huguenet	merveilles17_i_pie-ballard1
		Guenin	merveilles17_i_pie-ballard1
		Piesche	merveilles17_i_pie-ballard1
		Descouteaux	merveilles17_i_pie-ballard1
		Destouches	merveilles17_i_pie-ballard1
		Martin Hottere	merveilles17_i_pie-ballard1
		Louis Hottere	merveilles17_i_pie-ballard1
		Iean Hottere	merveilles17_i_pie-ballard1
		Nicolas Hottere	merveilles17_i_pie-ballard1
		le Roy	merveilles17_i_pie-ballard1
		Paisbile	merveilles17_i_pie-ballard1
louisxiv	organisation	LE ROY	merveilles17_i_pie-ballard2
anne_d_autriche marie_therese	spectateur	Reynes	merveilles17_i_pie-ballard2
louisxiv	organisation	sa Majesté	merveilles17_i_pie-ballard2
louisxiv	organisation	le Roy	merveilles17_i_pie-ballard2
louisxiv	organisation	sa Majesté	merveilles17_i_pie-ballard2
louisxiv	organisation	Roy	merveilles17_i_pie-ballard2
vigarani	auteur	Monsieur de Vigarini	merveilles17_i_pie-ballard2
louisxiv	organisation	le Roy	merveilles17_i_pie-ballard2
saint_aignan	auteur	Duc de S. Aignan	merveilles17_i_pie-ballard2
arioste		Arioste	merveilles17_i_pie-ballard2
louisxiv	organisation	sa Majesté	merveilles17_i_pie-ballard2
desbardins	acteur	M. des Bardins	merveilles17_i_pie-ballard2
artagnan	acteur	M. d’Artagnan	merveilles17_i_pie-ballard2
louisxiv	organisation	sa Majesté	merveilles17_i_pie-ballard2
perigny	auteur	President de Perigny	merveilles17_i_pie-ballard2
saint_aignan		S. Aignan	merveilles17_i_pie-ballard2
anne_de_noailles		Noailles	merveilles17_i_pie-ballard2
saint_aignan		S. Aignan	merveilles17_i_pie-ballard2
anne_de_noailles		Noailles	merveilles17_i_pie-ballard2
saint_aignan	acteur	Le Duc de S. Aignan	merveilles17_i_pie-ballard2
louisxiv	acteur	LE ROY	merveilles17_i_pie-ballard2
louisxiv	acteur	Sa Majesté	merveilles17_i_pie-ballard2
anne_de_noailles	acteur	Le Duc de Noailles	merveilles17_i_pie-ballard2
anne_de_noailles	acteur	Le duc de Noailles	merveilles17_i_pie-ballard2
henri_ii_de_guise	acteur	Duc de Guise	merveilles17_i_pie-ballard2
henri_de_lorraine	acteur	Comte d’Armagnac	merveilles17_i_pie-ballard2
henri_ii_de_guise	acteur	Duc de Guise	merveilles17_i_pie-ballard2
henri_daillon_charles_de_foix	acteur	Duc de Foix	merveilles17_i_pie-ballard2
armand_du_cambout	acteur	Le Duc de Coaslin	merveilles17_i_pie-ballard2
henri_de_daillon	acteur	Comte du Lude	merveilles17_i_pie-ballard2
francois_vii_de_la_rochefoucauld	acteur	Prince de Marsillac	merveilles17_i_pie-ballard2
francois_vii_de_la_rochefoucauld	acteur	Prince de Marsillac	merveilles17_i_pie-ballard2
antoine_d_aumont	acteur	Marquis de Villequier	merveilles17_i_pie-ballard2
cm_de_belleforiere	acteur	Soyecourt	merveilles17_i_pie-ballard2
antoine_d_aumont	acteur	Marquis de Villequier	merveilles17_i_pie-ballard2
cm_de_belleforiere	acteur	Marquis de Soyecourt	merveilles17_i_pie-ballard2
louis_crevant	acteur	Marquis d’Humieres	merveilles17_i_pie-ballard2
jf_de_labaume	acteur	la Valliere	merveilles17_i_pie-ballard2
louis_crevant	acteur	Marquis d’Humieres	merveilles17_i_pie-ballard2
jf_de_labaume	acteur	la Valliere	merveilles17_i_pie-ballard2
hj_bourbon_conde	acteur	Monsieur le DVC	merveilles17_i_pie-ballard2
hj_bourbon_conde	acteur	Monsieur le Duc	merveilles17_i_pie-ballard2
millet	acteur	Millet	merveilles17_i_pie-ballard2
hj_bourbon_conde	acteur	Monsieur le Duc	merveilles17_i_pie-ballard2
henri_ii_de_guise	acteur	Duc de Guise	merveilles17_i_pie-ballard2
henri_de_lorraine	acteur	Le Comte d’Armagnac	merveilles17_i_pie-ballard2
henri_daillon_charles_de_foix		Le Duc de Foix	merveilles17_i_pie-ballard2
armand_du_cambout	acteur	Duc de Coaslin	merveilles17_i_pie-ballard2
		Comte du Lude	merveilles17_i_pie-ballard2
francois_vii_de_la_rochefoucauld	acteur	Prince de Marsillac	merveilles17_i_pie-ballard2
antoine_d_aumont	acteur	Marquis de Villequier	merveilles17_i_pie-ballard2
cm_de_belleforiere	acteur	Marquis de Soyecourt	merveilles17_i_pie-ballard2
louis_crevant	acteur	Marquis d’Humieres	merveilles17_i_pie-ballard2
jf_de_labaume	acteur	Marquis de la Valliere	merveilles17_i_pie-ballard2
hj_bourbon_conde	acteur	Monsieur le Dvc	merveilles17_i_pie-ballard2
marie_therese anne_d_autriche		les Reynes	merveilles17_i_pie-ballard2
louisxiv	acteur	Le Roy	merveilles17_i_pie-ballard2
hj_bourbon_conde	acteur	Monsieur le Duc	merveilles17_i_pie-ballard2
louisxiv	acteur	Sa Majesté	merveilles17_i_pie-ballard2
saint_aignan	acteur	S. Aignan	merveilles17_i_pie-ballard2
anne_de_noailles	acteur	Noailles	merveilles17_i_pie-ballard2
mlle_de_brie	acteur	Mlle. de Brie	merveilles17_i_pie-ballard2
marie_therese		Reyne	merveilles17_i_pie-ballard2
louisxiv	acteur	le Roy	merveilles17_i_pie-ballard2
henri_ii_de_guise	acteur	Duc de Guise	merveilles17_i_pie-ballard2
cm_de_belleforiere	acteur	Soyecourt	merveilles17_i_pie-ballard2
jf_de_labaume	acteur	Valliere	merveilles17_i_pie-ballard2
louisxiv anne_d_autriche marie_therese		leurs Majestez	merveilles17_i_pie-ballard2
therese_duparc	acteur	Mlle. du Parc	merveilles17_i_pie-ballard2
gros_rene	acteur	Sieur du Parc	merveilles17_i_pie-ballard2
la_thorilliere	acteur	Sieur de la Thorilliere	merveilles17_i_pie-ballard2
louis_bejart	acteur	Sieur Bejard	merveilles17_i_pie-ballard2
marie_therese		la Reyne	merveilles17_i_pie-ballard2
marie_therese		LA REYNE	merveilles17_i_pie-ballard2
marie_therese		Princesse	merveilles17_i_pie-ballard2
marie_therese		A LA REYNE	merveilles17_i_pie-ballard2
anne_d_autriche marie_therese louisxiv	convive	Leurs Majestez	merveilles17_i_pie-ballard2
anne_d_autriche	convive	La Reyne Mere	merveilles17_i_pie-ballard2
louisxiv	convive	LE ROY	merveilles17_i_pie-ballard2
elisabeth_orleans_alencon	convive	Mademoiselle d’Alençon	merveilles17_i_pie-ballard2
maille_breze_conde	convive	Madame la Princesse.	merveilles17_i_pie-ballard2
marie_lorraine_elbeuf	convive	Mademoiselle d’Elbeuf.	merveilles17_i_pie-ballard2
beauvilliers_bethune	convive	Madame de Bethune.	merveilles17_i_pie-ballard2
lansac_crequi	convive	Madame la Duchesse de Crequy.	merveilles17_i_pie-ballard2
monsieur	convive	MONSIEUR	merveilles17_i_pie-ballard2
servien_saint_aignan	convive	Madame la duchesse de S. Aignan.	merveilles17_i_pie-ballard2
charron_du_plessis	convive	Madame la Mareschalle Du Plessis.	merveilles17_i_pie-ballard2
choiseul_etampes	convive	Madame la Mareschalle d’Estampes.	merveilles17_i_pie-ballard2
gourdon	convive	Madame de Gourdon	merveilles17_i_pie-ballard2
madame_montespan	convive	Madame de Montespan.	merveilles17_i_pie-ballard2
chatre-humieres	convive	Madame d’Humieres.	merveilles17_i_pie-ballard2
marie_brancas	convive	Mademoiselle de Brancas	merveilles17_i_pie-ballard2
marguerite_cambout_armagnac	convive	Madame d’Armagnac.	merveilles17_i_pie-ballard2
mancini_soissons	convive	Madame la Comtesse de Soissons.	merveilles17_i_pie-ballard2
louise_savoie_bade	convive	Madame la Princesse de Bade.	merveilles17_i_pie-ballard2
louise-rouxel_grancey	convive	Mademoiselle de Grançay.	merveilles17_i_pie-ballard2
anne_d_autriche	convive	LA REYNE.	merveilles17_i_pie-ballard2
marie_bourbon_carignan	convive	Madame de Carignan.	merveilles17_i_pie-ballard2
marie_bauffremont_fleix	convive	Madame de Flaix.	merveilles17_i_pie-ballard2
madeleine_charlotte_albert_ailly	convive	Madame la Duchesse de Foix	merveilles17_i_pie-ballard2
mme_de_brancas	convive	Madame de Brancas	merveilles17_i_pie-ballard2
angelique_baudean_froulay	convive	Madame de Froulay.	merveilles17_i_pie-ballard2
baudean_parabere_navailles	convive	Madame la Duchesse de Nauailles.	merveilles17_i_pie-ballard2
mlle_d_ardennes	convive	Mademoiselle d’Ardennes	merveilles17_i_pie-ballard2
mlle_de_cologon	convive	Mademoiselle de Cologon	merveilles17_i_pie-ballard2
mme_de_crussol	convive	Madame de Crussol	merveilles17_i_pie-ballard2
julie_montausier	convive	Madame de Montauzier.	merveilles17_i_pie-ballard2
madame	convive	MADAME	merveilles17_i_pie-ballard2
benedicte_henriette_palatinat	convive	Madame la Princesse Benedicte	merveilles17_i_pie-ballard2
anne_baviere_conde	convive	Madame la Duchesse.	merveilles17_i_pie-ballard2
diane_budos_rouvroy	convive	Madame de Rouuroy.	merveilles17_i_pie-ballard2
anne_de_la_mothe_houdancourt	convive	Mademoiselle de la Mothe.	merveilles17_i_pie-ballard2
mme_de_marse	convive	Madame de Marsé	merveilles17_i_pie-ballard2
louise_la_valliere	convive	Mademoiselle de la Valliere.	merveilles17_i_pie-ballard2
madeleine_du_guast_d_artigny	convive	Mademoiselle d’Artigny.	merveilles17_i_pie-ballard2
	convive	Mademoiselle du Bellay	merveilles17_i_pie-ballard2
	convive	Mademoiselle de Dampierre	merveilles17_i_pie-ballard2
	convive	Mademoiselle de Fiennes	merveilles17_i_pie-ballard2
louisxiv anne_d_autriche marie_therese		leurs Majestez	merveilles17_i_pie-ballard2
louisxiv anne_d_autriche marie_therese		Leurs Majestez	merveilles17_i_pie-ballard2
marie_therese		la Reyne	merveilles17_i_pie-ballard2
louisxiv		Sa Majesté	merveilles17_i_pie-ballard2
louisxiv		Le Roy	merveilles17_i_pie-ballard2
hilaire_dupuis	acteur	Mademoiselle Hilaire	merveilles17_i_pie-ballard2
moliere	acteur	Liciscas, representé par le Sieur de Moliere, excellent Acteur, de l’inuention duquel estoient les Vers & toute la piece	merveilles17_i_pie-ballard2
paysan	danseur	Sieurs Paysan	merveilles17_i_pie-ballard2
chicanneau	danseur	Chicanneau	merveilles17_i_pie-ballard2
nobet	danseur	Noblet	merveilles17_i_pie-ballard2
pesan	danseur	Pesan	merveilles17_i_pie-ballard2
bonard	danseur	Bonard	merveilles17_i_pie-ballard2
la_pierre	danseur	la Pierre	merveilles17_i_pie-ballard2
armande_bejart		Mademoiselle de Moliere	merveilles17_i_pie-ballard2
therese_duparc		Mademoiselle du Parc	merveilles17_i_pie-ballard2
mlle_de_brie		Mademoiselle de Brie	merveilles17_i_pie-ballard2
madeleine_bejart		Mademoiselle Bejart	merveilles17_i_pie-ballard2
therese_duparc		Le Sieur Hubert	merveilles17_i_pie-ballard2
la_grange		Le Sieur la Grange	merveilles17_i_pie-ballard2
